,0,i,j,kper,obsnme
hds_00_025_005_040,33.778865814209,25,5,40,hds_00_025_005_000
hds_00_025_005_041,34.0317230224609,25,5,41,hds_00_025_005_000
hds_00_025_005_042,33.964298248291,25,5,42,hds_00_025_005_000
hds_00_025_005_043,35.0310668945312,25,5,43,hds_00_025_005_000
hds_00_025_005_044,35.114425659179695,25,5,44,hds_00_025_005_000
hds_00_025_005_045,35.385929107666,25,5,45,hds_00_025_005_000
hds_00_025_005_046,35.0770111083984,25,5,46,hds_00_025_005_000
hds_00_025_005_047,35.4304542541504,25,5,47,hds_00_025_005_000
hds_00_025_005_048,35.712455749511705,25,5,48,hds_00_025_005_000
hds_00_025_005_049,35.7176551818848,25,5,49,hds_00_025_005_000
hds_00_025_005_050,35.6620330810547,25,5,50,hds_00_025_005_000
hds_00_025_005_051,35.5476303100586,25,5,51,hds_00_025_005_000
hds_00_025_005_052,35.691219329834,25,5,52,hds_00_025_005_000
hds_00_025_005_053,35.6125373840332,25,5,53,hds_00_025_005_000
hds_00_025_005_054,35.6719512939453,25,5,54,hds_00_025_005_000
hds_00_025_005_055,35.753116607666,25,5,55,hds_00_025_005_000
hds_00_025_005_056,35.3801155090332,25,5,56,hds_00_025_005_000
hds_00_025_005_057,35.549591064453104,25,5,57,hds_00_025_005_000
hds_00_025_005_058,35.363655090331996,25,5,58,hds_00_025_005_000
hds_00_025_005_059,35.5547866821289,25,5,59,hds_00_025_005_000
hds_00_025_005_060,35.7205467224121,25,5,60,hds_00_025_005_000
hds_00_025_005_061,35.7541007995605,25,5,61,hds_00_025_005_000
hds_00_025_005_062,35.6729011535645,25,5,62,hds_00_025_005_000
hds_00_025_005_063,35.8941993713379,25,5,63,hds_00_025_005_000
hds_00_025_005_064,35.4682960510254,25,5,64,hds_00_025_005_000
hds_00_025_005_065,35.720161437988295,25,5,65,hds_00_025_005_000
hds_00_025_005_066,35.6368560791016,25,5,66,hds_00_025_005_000
hds_00_025_005_067,35.6876335144043,25,5,67,hds_00_025_005_000
hds_00_025_005_068,35.3776969909668,25,5,68,hds_00_025_005_000
hds_00_025_005_069,35.644050598144496,25,5,69,hds_00_025_005_000
hds_00_025_005_070,35.6989517211914,25,5,70,hds_00_025_005_000
hds_00_025_005_071,35.5169639587402,25,5,71,hds_00_025_005_000
hds_00_025_005_072,35.0786514282227,25,5,72,hds_00_025_005_000
hds_00_025_005_073,35.508861541748,25,5,73,hds_00_025_005_000
hds_00_025_005_074,35.50136184692379,25,5,74,hds_00_025_005_000
hds_00_025_005_075,35.74204635620121,25,5,75,hds_00_025_005_000
hds_00_025_005_076,35.5779304504395,25,5,76,hds_00_025_005_000
hds_00_025_005_077,35.754058837890604,25,5,77,hds_00_025_005_000
hds_00_025_005_078,35.7891807556152,25,5,78,hds_00_025_005_000
hds_00_025_005_079,35.510101318359396,25,5,79,hds_00_025_005_000
hds_00_025_005_080,35.7085723876953,25,5,80,hds_00_025_005_000
hds_00_025_005_081,35.739070892334,25,5,81,hds_00_025_005_000
hds_00_025_005_082,35.6647186279297,25,5,82,hds_00_025_005_000
hds_00_025_005_083,35.858734130859396,25,5,83,hds_00_025_005_000
hds_00_025_005_084,35.601615905761705,25,5,84,hds_00_025_005_000
hds_00_025_005_085,35.7477874755859,25,5,85,hds_00_025_005_000
hds_00_025_005_086,35.6796646118164,25,5,86,hds_00_025_005_000
hds_00_025_005_087,35.8804817199707,25,5,87,hds_00_025_005_000
hds_00_025_005_088,35.743579864502,25,5,88,hds_00_025_005_000
hds_00_025_005_089,35.8476524353027,25,5,89,hds_00_025_005_000
hds_00_025_005_090,35.721160888671896,25,5,90,hds_00_025_005_000
hds_00_025_005_091,35.5607414245605,25,5,91,hds_00_025_005_000
hds_00_025_005_092,35.6578330993652,25,5,92,hds_00_025_005_000
hds_00_025_005_093,35.8123893737793,25,5,93,hds_00_025_005_000
hds_00_025_005_094,35.688148498535206,25,5,94,hds_00_025_005_000
hds_00_025_005_095,35.857902526855504,25,5,95,hds_00_025_005_000
hds_00_025_005_096,35.74074172973629,25,5,96,hds_00_025_005_000
hds_00_025_005_097,35.7535400390625,25,5,97,hds_00_025_005_000
hds_00_025_005_098,35.4892730712891,25,5,98,hds_00_025_005_000
hds_00_025_005_099,35.825225830078104,25,5,99,hds_00_025_005_000
hds_00_025_005_100,35.4971046447754,25,5,100,hds_00_025_005_000
hds_00_025_005_101,35.7815818786621,25,5,101,hds_00_025_005_000
hds_00_025_005_102,35.7656021118164,25,5,102,hds_00_025_005_000
hds_00_025_005_103,35.705379486084,25,5,103,hds_00_025_005_000
hds_00_025_005_104,35.8175811767578,25,5,104,hds_00_025_005_000
hds_00_025_005_105,35.931388854980504,25,5,105,hds_00_025_005_000
hds_00_025_005_106,35.7954521179199,25,5,106,hds_00_025_005_000
hds_00_025_005_107,35.7091102600098,25,5,107,hds_00_025_005_000
hds_00_025_005_108,35.7346305847168,25,5,108,hds_00_025_005_000
hds_00_025_005_109,35.75083541870121,25,5,109,hds_00_025_005_000
hds_00_025_005_110,35.804901123046896,25,5,110,hds_00_025_005_000
hds_00_025_005_111,35.851711273193395,25,5,111,hds_00_025_005_000
hds_00_025_005_112,35.8384132385254,25,5,112,hds_00_025_005_000
hds_00_025_005_113,35.8083381652832,25,5,113,hds_00_025_005_000
hds_00_025_005_114,35.921947479248,25,5,114,hds_00_025_005_000
hds_00_025_005_115,35.8418960571289,25,5,115,hds_00_025_005_000
hds_00_025_005_116,35.843433380127,25,5,116,hds_00_025_005_000
hds_00_025_005_117,35.9513511657715,25,5,117,hds_00_025_005_000
hds_00_025_005_118,36.0754241943359,25,5,118,hds_00_025_005_000
hds_00_025_005_119,35.8837394714355,25,5,119,hds_00_025_005_000
hds_00_025_005_120,35.9526252746582,25,5,120,hds_00_025_005_000
hds_00_025_005_121,35.8960723876953,25,5,121,hds_00_025_005_000
hds_00_025_005_122,35.95798873901371,25,5,122,hds_00_025_005_000
hds_00_025_005_123,35.894069671630895,25,5,123,hds_00_025_005_000
hds_00_025_005_124,36.0325965881348,25,5,124,hds_00_025_005_000
hds_00_025_005_125,35.9733772277832,25,5,125,hds_00_025_005_000
hds_00_025_005_126,35.9405670166016,25,5,126,hds_00_025_005_000
hds_00_025_005_127,35.9220695495605,25,5,127,hds_00_025_005_000
hds_00_025_005_128,36.0284194946289,25,5,128,hds_00_025_005_000
hds_00_025_005_129,36.0110206604004,25,5,129,hds_00_025_005_000
hds_00_025_005_130,35.837211608886705,25,5,130,hds_00_025_005_000
hds_00_025_005_131,36.0609283447266,25,5,131,hds_00_025_005_000
hds_00_025_005_132,35.910984039306605,25,5,132,hds_00_025_005_000
hds_00_025_005_133,36.055976867675795,25,5,133,hds_00_025_005_000
hds_00_025_005_134,36.0137901306152,25,5,134,hds_00_025_005_000
hds_00_025_005_135,35.930606842041,25,5,135,hds_00_025_005_000
hds_00_025_005_136,35.920417785644496,25,5,136,hds_00_025_005_000
hds_00_025_005_137,35.8391532897949,25,5,137,hds_00_025_005_000
hds_00_025_005_138,35.837619781494105,25,5,138,hds_00_025_005_000
hds_00_025_005_139,35.880153656005895,25,5,139,hds_00_025_005_000
hds_00_025_005_140,35.9861488342285,25,5,140,hds_00_025_005_000
hds_00_025_005_141,35.9413414001465,25,5,141,hds_00_025_005_000
hds_00_025_005_142,35.91908645629879,25,5,142,hds_00_025_005_000
hds_00_025_005_143,35.956329345703104,25,5,143,hds_00_025_005_000
hds_00_025_005_144,35.956413269043004,25,5,144,hds_00_025_005_000
hds_00_025_005_145,35.8908081054688,25,5,145,hds_00_025_005_000
hds_00_025_005_146,35.983306884765604,25,5,146,hds_00_025_005_000
hds_00_025_005_147,36.04970169067379,25,5,147,hds_00_025_005_000
hds_00_025_005_148,35.921417236328104,25,5,148,hds_00_025_005_000
hds_00_025_005_149,35.9563407897949,25,5,149,hds_00_025_005_000
hds_00_025_005_150,35.944297790527294,25,5,150,hds_00_025_005_000
hds_00_025_005_151,35.914764404296896,25,5,151,hds_00_025_005_000
hds_00_025_005_152,35.9581527709961,25,5,152,hds_00_025_005_000
hds_00_025_005_153,35.9892616271973,25,5,153,hds_00_025_005_000
hds_00_025_005_154,36.012001037597706,25,5,154,hds_00_025_005_000
hds_00_025_005_155,35.9926643371582,25,5,155,hds_00_025_005_000
hds_00_025_005_156,35.941535949706996,25,5,156,hds_00_025_005_000
hds_00_025_005_157,35.9913482666016,25,5,157,hds_00_025_005_000
hds_00_025_005_158,35.97190475463871,25,5,158,hds_00_025_005_000
hds_00_025_005_159,36.02125930786129,25,5,159,hds_00_025_005_000
hds_00_025_005_160,35.9854736328125,25,5,160,hds_00_025_005_000
hds_00_025_005_161,35.950752258300795,25,5,161,hds_00_025_005_000
hds_00_025_005_162,36.0658950805664,25,5,162,hds_00_025_005_000
hds_00_025_005_163,35.962615966796896,25,5,163,hds_00_025_005_000
hds_00_025_005_164,35.909332275390604,25,5,164,hds_00_025_005_000
hds_00_025_005_165,35.9750328063965,25,5,165,hds_00_025_005_000
hds_00_025_005_166,35.9833335876465,25,5,166,hds_00_025_005_000
hds_00_025_005_167,35.8926200866699,25,5,167,hds_00_025_005_000
hds_00_025_005_168,35.98630905151371,25,5,168,hds_00_025_005_000
hds_00_025_005_169,35.9234962463379,25,5,169,hds_00_025_005_000
hds_00_025_005_170,35.9879264831543,25,5,170,hds_00_025_005_000
hds_00_025_005_171,36.073757171630895,25,5,171,hds_00_025_005_000
hds_00_025_005_172,35.950981140136705,25,5,172,hds_00_025_005_000
hds_00_025_005_173,36.0890312194824,25,5,173,hds_00_025_005_000
hds_00_025_005_174,36.052562713623,25,5,174,hds_00_025_005_000
hds_00_025_005_175,35.9585609436035,25,5,175,hds_00_025_005_000
hds_00_025_005_176,35.7972640991211,25,5,176,hds_00_025_005_000
hds_00_025_005_177,35.9489707946777,25,5,177,hds_00_025_005_000
hds_00_025_005_178,35.9538993835449,25,5,178,hds_00_025_005_000
hds_00_025_005_179,35.8412437438965,25,5,179,hds_00_025_005_000
hds_00_025_005_180,35.9086570739746,25,5,180,hds_00_025_005_000
hds_00_025_005_181,36.054718017578104,25,5,181,hds_00_025_005_000
hds_00_025_005_182,35.9446449279785,25,5,182,hds_00_025_005_000
hds_00_025_005_183,35.99853515625,25,5,183,hds_00_025_005_000
hds_00_025_005_184,35.900749206543004,25,5,184,hds_00_025_005_000
hds_00_025_005_185,35.9176368713379,25,5,185,hds_00_025_005_000
hds_00_025_005_186,36.0433120727539,25,5,186,hds_00_025_005_000
hds_00_025_005_187,36.013599395752,25,5,187,hds_00_025_005_000
hds_00_025_005_188,36.1235504150391,25,5,188,hds_00_025_005_000
hds_00_025_005_189,36.0580940246582,25,5,189,hds_00_025_005_000
hds_00_025_005_190,36.156608581543004,25,5,190,hds_00_025_005_000
hds_00_025_005_191,36.1149406433105,25,5,191,hds_00_025_005_000
hds_00_025_005_192,36.0857810974121,25,5,192,hds_00_025_005_000
hds_00_025_005_193,36.118133544921896,25,5,193,hds_00_025_005_000
hds_00_025_005_194,36.2125816345215,25,5,194,hds_00_025_005_000
hds_00_025_005_195,36.1133804321289,25,5,195,hds_00_025_005_000
hds_00_025_005_196,36.107879638671896,25,5,196,hds_00_025_005_000
hds_00_025_005_197,35.973785400390604,25,5,197,hds_00_025_005_000
hds_00_025_005_198,36.0935516357422,25,5,198,hds_00_025_005_000
hds_00_025_005_199,35.979522705078104,25,5,199,hds_00_025_005_000
hds_00_025_005_200,35.911216735839794,25,5,200,hds_00_025_005_000
hds_00_025_005_201,35.9794044494629,25,5,201,hds_00_025_005_000
hds_00_025_005_202,35.994659423828104,25,5,202,hds_00_025_005_000
hds_00_025_005_203,35.958160400390604,25,5,203,hds_00_025_005_000
hds_00_025_005_204,36.0682487487793,25,5,204,hds_00_025_005_000
hds_00_025_005_205,36.1075668334961,25,5,205,hds_00_025_005_000
hds_00_025_005_206,35.9981689453125,25,5,206,hds_00_025_005_000
hds_00_025_005_207,36.012260437011705,25,5,207,hds_00_025_005_000
hds_00_025_005_208,36.0083618164062,25,5,208,hds_00_025_005_000
hds_00_025_005_209,35.891426086425795,25,5,209,hds_00_025_005_000
hds_00_025_005_210,35.957492828369105,25,5,210,hds_00_025_005_000
hds_00_025_005_211,35.9709892272949,25,5,211,hds_00_025_005_000
hds_00_025_005_212,36.14805221557621,25,5,212,hds_00_025_005_000
hds_00_025_005_213,36.02211380004879,25,5,213,hds_00_025_005_000
hds_00_025_005_214,36.00087356567379,25,5,214,hds_00_025_005_000
hds_00_025_005_215,35.993202209472706,25,5,215,hds_00_025_005_000
hds_00_025_005_216,35.9983901977539,25,5,216,hds_00_025_005_000
hds_00_025_005_217,35.977752685546896,25,5,217,hds_00_025_005_000
hds_00_025_005_218,35.8580169677734,25,5,218,hds_00_025_005_000
hds_00_025_005_219,36.0256118774414,25,5,219,hds_00_025_005_000
hds_00_025_005_220,35.977577209472706,25,5,220,hds_00_025_005_000
hds_00_025_005_221,36.0542106628418,25,5,221,hds_00_025_005_000
hds_00_025_005_222,36.151863098144496,25,5,222,hds_00_025_005_000
hds_00_025_005_223,35.9637031555176,25,5,223,hds_00_025_005_000
hds_00_025_005_224,35.947238922119105,25,5,224,hds_00_025_005_000
hds_00_025_005_225,35.9080772399902,25,5,225,hds_00_025_005_000
hds_00_025_005_226,36.0091323852539,25,5,226,hds_00_025_005_000
hds_00_025_005_227,35.9556007385254,25,5,227,hds_00_025_005_000
hds_00_025_005_228,35.8963050842285,25,5,228,hds_00_025_005_000
hds_00_025_005_229,36.073150634765604,25,5,229,hds_00_025_005_000
hds_00_025_005_230,35.9090919494629,25,5,230,hds_00_025_005_000
hds_00_025_005_231,35.887199401855504,25,5,231,hds_00_025_005_000
hds_00_025_005_232,35.9021987915039,25,5,232,hds_00_025_005_000
hds_00_025_005_233,36.113777160644496,25,5,233,hds_00_025_005_000
hds_00_025_005_234,35.920684814453104,25,5,234,hds_00_025_005_000
hds_00_025_005_235,36.000251770019496,25,5,235,hds_00_025_005_000
hds_00_025_005_236,35.894626617431605,25,5,236,hds_00_025_005_000
hds_00_025_005_237,36.0272979736328,25,5,237,hds_00_025_005_000
hds_00_025_005_238,35.9017181396484,25,5,238,hds_00_025_005_000
hds_00_025_005_239,35.9676856994629,25,5,239,hds_00_025_005_000
hds_00_025_005_240,35.994712829589794,25,5,240,hds_00_025_005_000
hds_00_025_005_241,35.978176116943395,25,5,241,hds_00_025_005_000
hds_00_025_005_242,35.964607238769496,25,5,242,hds_00_025_005_000
hds_00_025_005_243,36.0908432006836,25,5,243,hds_00_025_005_000
hds_00_025_005_244,36.0349769592285,25,5,244,hds_00_025_005_000
hds_00_025_005_245,36.149585723877,25,5,245,hds_00_025_005_000
hds_00_025_005_246,36.045867919921896,25,5,246,hds_00_025_005_000
hds_00_025_005_247,36.0523681640625,25,5,247,hds_00_025_005_000
hds_00_025_005_248,36.122627258300795,25,5,248,hds_00_025_005_000
hds_00_025_005_249,36.0974464416504,25,5,249,hds_00_025_005_000
hds_00_025_005_250,36.1704559326172,25,5,250,hds_00_025_005_000
hds_00_025_005_251,36.1120834350586,25,5,251,hds_00_025_005_000
hds_00_025_005_252,36.087921142578104,25,5,252,hds_00_025_005_000
hds_00_025_005_253,36.1471748352051,25,5,253,hds_00_025_005_000
hds_00_025_005_254,35.847572326660206,25,5,254,hds_00_025_005_000
hds_00_025_005_255,36.021457672119105,25,5,255,hds_00_025_005_000
hds_00_025_005_256,35.951530456543004,25,5,256,hds_00_025_005_000
hds_00_025_005_257,35.9864044189453,25,5,257,hds_00_025_005_000
hds_00_025_005_258,35.9904327392578,25,5,258,hds_00_025_005_000
hds_00_025_005_259,36.1038208007812,25,5,259,hds_00_025_005_000
hds_00_025_005_260,36.049858093261705,25,5,260,hds_00_025_005_000
hds_00_025_005_261,36.0292625427246,25,5,261,hds_00_025_005_000
hds_00_025_005_262,35.991004943847706,25,5,262,hds_00_025_005_000
hds_00_025_005_263,35.9649238586426,25,5,263,hds_00_025_005_000
hds_00_025_005_264,36.1124267578125,25,5,264,hds_00_025_005_000
hds_00_025_005_265,35.8092041015625,25,5,265,hds_00_025_005_000
hds_00_025_005_266,35.7807655334473,25,5,266,hds_00_025_005_000
hds_00_025_005_267,35.893226623535206,25,5,267,hds_00_025_005_000
hds_00_025_005_268,35.9357299804688,25,5,268,hds_00_025_005_000
hds_00_025_005_269,35.9618797302246,25,5,269,hds_00_025_005_000
hds_00_025_005_270,35.81569290161129,25,5,270,hds_00_025_005_000
hds_00_025_005_271,35.9794807434082,25,5,271,hds_00_025_005_000
hds_00_025_005_272,36.0280799865723,25,5,272,hds_00_025_005_000
hds_00_025_005_273,35.9157295227051,25,5,273,hds_00_025_005_000
hds_00_025_005_274,36.1050872802734,25,5,274,hds_00_025_005_000
hds_00_025_005_275,35.9456787109375,25,5,275,hds_00_025_005_000
hds_00_025_005_276,35.8257331848145,25,5,276,hds_00_025_005_000
hds_00_025_005_277,35.992713928222706,25,5,277,hds_00_025_005_000
hds_00_025_005_278,35.922004699706996,25,5,278,hds_00_025_005_000
hds_00_025_005_279,35.837944030761705,25,5,279,hds_00_025_005_000
hds_00_025_005_280,35.7967529296875,25,5,280,hds_00_025_005_000
hds_00_025_005_281,35.911338806152294,25,5,281,hds_00_025_005_000
hds_00_025_005_282,35.9028549194336,25,5,282,hds_00_025_005_000
hds_00_025_005_283,35.844799041748,25,5,283,hds_00_025_005_000
hds_00_025_005_284,35.73927688598629,25,5,284,hds_00_025_005_000
hds_00_025_005_285,35.8842620849609,25,5,285,hds_00_025_005_000
hds_00_025_005_286,35.7658042907715,25,5,286,hds_00_025_005_000
hds_00_025_005_287,35.7612266540527,25,5,287,hds_00_025_005_000
hds_00_025_005_288,35.8433609008789,25,5,288,hds_00_025_005_000
hds_00_025_005_289,35.5694580078125,25,5,289,hds_00_025_005_000
hds_00_025_005_290,35.5296745300293,25,5,290,hds_00_025_005_000
hds_00_025_005_291,35.482234954834,25,5,291,hds_00_025_005_000
hds_00_025_005_292,35.699409484863295,25,5,292,hds_00_025_005_000
hds_00_025_005_293,35.801277160644496,25,5,293,hds_00_025_005_000
hds_00_025_005_294,35.847682952880895,25,5,294,hds_00_025_005_000
hds_00_025_005_295,35.6275863647461,25,5,295,hds_00_025_005_000
hds_00_025_005_296,35.5925407409668,25,5,296,hds_00_025_005_000
hds_00_025_005_297,35.541618347168004,25,5,297,hds_00_025_005_000
hds_00_025_005_298,35.7284507751465,25,5,298,hds_00_025_005_000
hds_00_025_005_299,35.515983581543004,25,5,299,hds_00_025_005_000
hds_00_025_005_300,35.9124908447266,25,5,300,hds_00_025_005_000
hds_00_025_005_301,35.9078330993652,25,5,301,hds_00_025_005_000
hds_00_025_005_302,35.8434906005859,25,5,302,hds_00_025_005_000
hds_00_025_005_303,35.725978851318395,25,5,303,hds_00_025_005_000
hds_00_025_005_304,35.777072906494105,25,5,304,hds_00_025_005_000
hds_00_025_005_305,35.9807472229004,25,5,305,hds_00_025_005_000
hds_00_025_005_306,35.731227874755895,25,5,306,hds_00_025_005_000
hds_00_025_005_307,35.748664855956996,25,5,307,hds_00_025_005_000
hds_00_025_005_308,35.7371978759766,25,5,308,hds_00_025_005_000
hds_00_025_005_309,35.6980590820312,25,5,309,hds_00_025_005_000
hds_00_025_005_310,35.8654327392578,25,5,310,hds_00_025_005_000
hds_00_025_005_311,35.942390441894496,25,5,311,hds_00_025_005_000
hds_00_025_005_312,35.8180809020996,25,5,312,hds_00_025_005_000
hds_00_025_005_313,35.7656898498535,25,5,313,hds_00_025_005_000
hds_00_025_005_314,35.7662582397461,25,5,314,hds_00_025_005_000
hds_00_025_005_315,35.753227233886705,25,5,315,hds_00_025_005_000
hds_00_025_005_316,35.89577102661129,25,5,316,hds_00_025_005_000
hds_00_025_005_317,35.768074035644496,25,5,317,hds_00_025_005_000
hds_00_025_005_318,35.8962898254395,25,5,318,hds_00_025_005_000
hds_00_025_005_319,36.0363159179688,25,5,319,hds_00_025_005_000
hds_00_025_005_320,35.8299522399902,25,5,320,hds_00_025_005_000
hds_00_025_005_321,35.814846038818395,25,5,321,hds_00_025_005_000
hds_00_025_005_322,35.8519401550293,25,5,322,hds_00_025_005_000
hds_00_025_005_323,35.820827484130895,25,5,323,hds_00_025_005_000
hds_00_025_005_324,35.8687019348145,25,5,324,hds_00_025_005_000
hds_00_025_005_325,35.845775604248,25,5,325,hds_00_025_005_000
hds_00_025_005_326,35.875026702880895,25,5,326,hds_00_025_005_000
hds_00_025_005_327,35.95338821411129,25,5,327,hds_00_025_005_000
hds_00_025_005_328,35.826717376709,25,5,328,hds_00_025_005_000
hds_00_025_005_329,35.94834518432621,25,5,329,hds_00_025_005_000
hds_00_025_005_330,35.864959716796896,25,5,330,hds_00_025_005_000
hds_00_025_005_331,35.726509094238295,25,5,331,hds_00_025_005_000
hds_00_025_005_332,35.7567176818848,25,5,332,hds_00_025_005_000
hds_00_025_005_333,35.9546051025391,25,5,333,hds_00_025_005_000
hds_00_025_005_334,35.951717376709,25,5,334,hds_00_025_005_000
hds_00_025_005_335,35.994045257568395,25,5,335,hds_00_025_005_000
hds_00_025_005_336,35.853057861328104,25,5,336,hds_00_025_005_000
hds_00_025_005_337,35.9087715148926,25,5,337,hds_00_025_005_000
hds_00_025_005_338,35.860404968261705,25,5,338,hds_00_025_005_000
hds_00_025_005_339,35.769718170166,25,5,339,hds_00_025_005_000
hds_00_025_005_340,35.8999252319336,25,5,340,hds_00_025_005_000
hds_00_025_005_341,35.840240478515604,25,5,341,hds_00_025_005_000
hds_00_025_005_342,35.8843955993652,25,5,342,hds_00_025_005_000
hds_00_025_005_343,35.9220390319824,25,5,343,hds_00_025_005_000
hds_00_025_005_344,35.873722076416,25,5,344,hds_00_025_005_000
hds_00_025_005_345,35.845458984375,25,5,345,hds_00_025_005_000
